0.2,0.10319930663460336,0.2130101208889485,0.21954331557846885
0.1,0.04143828354297463,0.12252465675754354,0.12391109662981215
0.05,0.018778007961657017,0.06532421064308963,0.06563528976792765
0.025,0.00897168340469584,0.03366922537529177,0.03374261325647965
0.0125,0.004389392222497401,0.017084332820864412,0.017102149670040867
0.00625,0.0021715283321512846,0.008604275597072497,0.008608665108653157
0.003125,0.0010800877376678786,0.004317621058797627,0.004318710461629183
0.0015625,0.0005386390410827557,0.0021626755955407306,0.002162946956861922
0.00078125,0.00026897008850601534,0.001082303330462664,0.0010823710476026704
0.000390625,0.00013439790748082103,0.0005413929557237518,0.0005414098696405745
