0.2,1.1884663550621688
0.4,1.3504587197770683
0.6,1.476677006858923
0.8,1.5667938776856174
1.0,1.62511210282872
1.2,1.6565708985483887
1.4,1.6645316823811573
1.6,1.6499200654301813
1.8,1.6110601391492887
2.0,1.543995506887058
2.2,1.4436643068754647
2.4,1.3066353964771804
2.6,1.1354808420540852
2.8,0.9425175981001352
3.0,0.748477802461032
3.2,0.5746560015690858
3.4,0.4343055079169113
3.6,0.33013629184748305
3.8,0.25776676580184027
4.0,0.21046179344291233
4.2,0.18216982047919045
4.4,0.1687035004606652
4.6,0.16794086673907851
4.8,0.17975948552791962
5.0,0.2060294435459016
5.2,0.250682674728615
5.4,0.3195755248505565
5.6,0.41947945040750023
5.8,0.5553037292034383
6.0,0.7254756094007395
6.2,0.9180683872275057
6.4,1.1123972985808748
6.6,1.2871367058554208
6.8,1.4287069013204254
7.0,1.53347370958691
7.2,1.604384102040557
7.4,1.6464849240243238
7.6,1.6639579546069685
7.8,1.6587907443873733
8.0,1.6303805593684548
8.2,1.5756403174921096
8.4,1.489740940509878
8.6,1.3681180914004325
8.8,1.2102672640023353
9.0,1.0242216382312974
9.2,0.8278461768130885
9.4,0.6434014055431546
9.6,0.4882279126019368
9.8,0.36925075438667626
10.0,0.2844309244987101
