0.2,1.1865739284870598
0.4,1.347049557887868
0.6,1.4724322622219312
0.8,1.5623651923379234
1.0,1.6208750897238986
1.2,1.6526135593263818
1.4,1.6607704551459606
1.6,1.6462266976150883
1.8,1.6073644037795363
2.0,1.540367613810792
2.2,1.4403649840531416
2.4,1.3040925701580355
2.6,1.1341848693757357
2.8,0.9429160627568428
3.0,0.7508727238363111
3.2,0.5789710053416053
3.4,0.43993200593480913
3.6,0.3362037734666005
3.8,0.2635865863534753
4.0,0.21572656131128948
4.2,0.18688914992341985
4.4,0.17305959232531481
4.6,0.1721770541399683
4.8,0.18411562541606963
5.0,0.21069665421595907
5.2,0.25574791082633586
5.4,0.3249463726037588
5.6,0.4248222878648851
5.8,0.5600720085330501
6.0,0.7290626373006518
6.2,0.9199810161439086
6.4,1.1123783462546737
6.6,1.2853154454595417
6.8,1.4256362445347823
7.0,1.529860965182995
7.2,1.600756054699215
7.4,1.6430699049646873
7.6,1.660760396119851
7.8,1.6557202501029433
8.0,1.6273649538777646
8.2,1.5727155374317991
8.4,1.4871144979866149
8.6,1.3661717959770348
8.8,1.2094662447773563
9.0,1.0249875726063256
9.2,0.8304791099539177
9.4,0.647940082957161
9.6,0.494238123342166
9.8,0.3759142525797225
10.0,0.2909641191882304
